claim_id,policy_id,insured_id,vehicle_id,driver_id,provider_id,line_of_business,coverage,claim_type,channel,city,branch,vehicle_year,vehicle_age,claim_amount,estimated_damage_amount,paid_amount,claim_status,sum_insured,deductible,incidents_last_12_months,incidents_last_18_months,vehicle_incidents_last_18_months,driver_incidents_last_18_months,prior_rc_claims,days_since_policy_start,days_until_policy_end,days_between_occurrence_report,occurred_at,submitted_at,is_night_claim,documents_complete,missing_critical_document,documents_inconsistent,beneficiary_type,provider_observed_cases,provider_watchlist,accident_dynamics,unidentified_third_party,narrative_similarity_max,narrative_group,customer_segment,customer_tenure_months,customer_policies_count,customer_delinquent,customer_score_simulated,report_narrative,fraud_label,fraud_probability,ml_risk_score,model_version
CLM-00404,POL-16851,CUST-1739,VEH-2887,DRV-1269,PROV-133,vehicles,Choque,collision,app,Guayaquil,Costa,2012,14,2015,2082,1537,Liquidado,4250,1079,2,2,1,1,1,191,417,3,2026-04-28T19:23:49.282438+00:00,2026-05-01T19:23:49.282438+00:00,0,1,0,0,Clinica,2,0,multiple,0,0.12,NARR-503,Retail,30,4,0,825,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0287,3,sklearn-random-forest-v1
CLM-00405,POL-16868,CUST-1752,VEH-2916,DRV-1292,PROV-144,vehicles,Responsabilidad Civil,collision,app,Quito,Norte,2006,20,14789,15016,8252,Pago Parcial,25762,970,1,1,1,0,0,83,718,1,2026-02-10T19:23:49.282438+00:00,2026-02-11T19:23:49.282438+00:00,0,1,0,0,Taller,0,0,multiple,0,0.19,NARR-504,Preferente,71,4,0,635,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0392,4,sklearn-random-forest-v1
CLM-00406,POL-16885,CUST-406,VEH-700,DRV-300,PROV-23,vehicles,Robo parcial,theft,broker,Manta,Sierra Centro,2005,21,25069,10539,0,Reserva,86604,854,5,5,1,1,0,38,141,6,2026-03-17T19:23:49.282438+00:00,2026-03-23T19:23:49.282438+00:00,1,0,1,1,Asegurado,5,0,volcadura,0,0.78,NARR-3,Retail,12,2,0,538,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9838,98,sklearn-random-forest-v1
CLM-00407,POL-16902,CUST-400,VEH-701,DRV-301,PROV-24,vehicles,Responsabilidad Civil,collision,callcenter,Manta,Austro,2005,21,1820,929,0,Reserva,5067,881,3,3,4,1,3,16,195,5,2026-05-16T19:23:49.282438+00:00,2026-05-21T19:23:49.282438+00:00,1,0,1,0,Asegurado,7,0,normal,1,0.93,NARR-4,Pyme,18,1,1,546,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9156,92,sklearn-random-forest-v1
CLM-00408,POL-16919,CUST-1791,VEH-3003,DRV-1361,PROV-177,vehicles,Incendio,fire,web,Loja,Austro,2017,9,10973,13655,0,Reserva,11082,434,1,2,1,1,0,421,10,2,2026-04-29T19:23:49.282438+00:00,2026-05-01T19:23:49.282438+00:00,0,1,0,1,Clinica,0,1,illogical,0,0.42,NARR-507,Preferente,70,3,0,790,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9568,96,sklearn-random-forest-v1
CLM-00409,POL-16936,CUST-402,VEH-703,DRV-303,PROV-20,vehicles,Dano propio,collision,callcenter,Ambato,Austro,2003,23,20094,10331,0,Reserva,36625,696,5,5,1,4,0,14,241,9,2026-01-08T19:23:49.282438+00:00,2026-01-17T19:23:49.282438+00:00,1,0,1,1,Perito,9,0,multiple,1,0.82,NARR-0,Preferente,6,1,1,454,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9848,98,sklearn-random-forest-v1
CLM-00410,POL-16953,CUST-1817,VEH-3061,DRV-1407,PROV-119,vehicles,Otros danos,other,broker,Manta,Costa,2021,5,6528,6823,4679,Liquidado,12405,877,0,1,1,0,0,373,317,3,2026-04-12T19:23:49.282438+00:00,2026-04-15T19:23:49.282438+00:00,0,1,0,0,Taller,0,0,posterior,0,0.18,NARR-509,Preferente,33,4,0,690,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0098,1,sklearn-random-forest-v1
CLM-00411,POL-16970,CUST-1830,VEH-3090,DRV-1430,PROV-130,vehicles,Otros danos,other,broker,Quito,Costa,2013,13,2429,2188,1801,Pago Parcial,5862,404,2,2,0,1,0,423,617,0,2026-01-10T19:23:49.282438+00:00,2026-01-10T19:23:49.282438+00:00,0,1,0,0,Clinica,0,0,normal,0,0.59,NARR-510,Preferente,50,2,0,652,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0191,2,sklearn-random-forest-v1
CLM-00412,POL-16987,CUST-1843,VEH-3119,DRV-1453,PROV-141,vehicles,Choque,collision,web,Ambato,Costa,2007,19,16795,18156,12765,Liquidado,52874,589,2,2,0,1,0,426,170,0,2025-11-30T19:23:49.282438+00:00,2025-11-30T19:23:49.282438+00:00,0,1,0,0,Asegurado,2,0,frontal,0,0.16,NARR-511,Pyme,62,3,0,802,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.018,2,sklearn-random-forest-v1
CLM-00413,POL-17004,CUST-1856,VEH-3148,DRV-1476,PROV-152,vehicles,Incendio,fire,broker,Ambato,Austro,2024,2,26475,20617,0,Reserva,86047,777,0,1,0,1,0,249,123,0,2026-04-06T19:23:49.282438+00:00,2026-04-06T19:23:49.282438+00:00,0,1,0,0,Clinica,0,0,posterior,0,0.54,NARR-512,Preferente,61,5,0,644,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.743,74,sklearn-random-forest-v1
CLM-00414,POL-17021,CUST-1869,VEH-3177,DRV-1499,PROV-163,vehicles,Responsabilidad Civil,collision,app,Loja,Costa,2019,7,6272,4710,5168,Liquidado,23048,886,1,2,1,1,1,256,528,1,2025-12-07T19:23:49.282438+00:00,2025-12-08T19:23:49.282438+00:00,0,1,0,0,Clinica,1,0,posterior,0,0.12,NARR-513,Retail,38,3,0,626,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0231,2,sklearn-random-forest-v1
CLM-00415,POL-17038,CUST-401,VEH-700,DRV-304,PROV-20,vehicles,Dano propio,collision,broker,Cuenca,Austro,2001,25,28604,15076,0,Reserva,57004,636,5,5,3,4,1,5,53,9,2026-04-03T19:23:49.282438+00:00,2026-04-12T19:23:49.282438+00:00,1,0,1,1,Asegurado,9,1,posterior,0,0.86,NARR-0,Preferente,15,1,1,421,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9841,98,sklearn-random-forest-v1
CLM-00416,POL-17055,CUST-1895,VEH-2035,DRV-1545,PROV-105,vehicles,Choque,collision,app,Guayaquil,Norte,2020,6,17936,16786,11302,Pago Parcial,57653,997,0,2,1,1,1,64,693,1,2026-02-15T19:23:49.282438+00:00,2026-02-16T19:23:49.282438+00:00,0,1,0,0,Asegurado,0,0,posterior,0,0.34,NARR-515,Retail,22,2,0,715,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0387,4,sklearn-random-forest-v1
CLM-00417,POL-17072,CUST-1008,VEH-2064,DRV-1568,PROV-116,vehicles,Vidrios,glass,broker,Quito,Costa,2024,2,8292,10053,4961,Pago Parcial,21928,1081,1,2,1,1,0,320,116,3,2025-12-08T19:23:49.282438+00:00,2025-12-11T19:23:49.282438+00:00,1,1,0,0,Taller,0,0,volcadura,0,0.23,NARR-516,Preferente,61,4,0,624,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.01,1,sklearn-random-forest-v1
CLM-00418,POL-17089,CUST-1021,VEH-2093,DRV-1591,PROV-127,vehicles,Otros danos,other,app,Guayaquil,Austro,2017,9,2734,2521,1802,Reserva,6604,576,0,0,1,1,1,97,201,3,2026-04-30T19:23:49.282438+00:00,2026-05-03T19:23:49.282438+00:00,0,1,0,0,Clinica,2,0,posterior,0,0.34,NARR-517,Retail,57,4,0,749,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0646,6,sklearn-random-forest-v1
CLM-00419,POL-17106,CUST-1034,VEH-2122,DRV-1614,PROV-138,vehicles,Otros danos,other,web,Cuenca,Sierra Centro,2018,8,12327,9749,10882,Liquidado,36260,567,0,0,1,1,1,103,425,2,2026-02-26T19:23:49.282438+00:00,2026-02-28T19:23:49.282438+00:00,0,1,0,0,Perito,0,0,volcadura,0,0.22,NARR-518,Retail,36,2,0,806,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0092,1,sklearn-random-forest-v1
CLM-00420,POL-17123,CUST-1047,VEH-2151,DRV-1637,PROV-149,vehicles,Vidrios,glass,web,Manta,Norte,2012,14,17834,14601,15944,Liquidado,67023,607,1,2,1,0,0,371,479,2,2026-03-25T19:23:49.282438+00:00,2026-03-27T19:23:49.282438+00:00,0,1,0,0,Taller,2,0,multiple,0,0.09,NARR-519,Retail,86,5,0,797,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0147,1,sklearn-random-forest-v1
CLM-00421,POL-17140,CUST-400,VEH-706,DRV-300,PROV-20,vehicles,Robo total,theft,web,Cuenca,Costa,1999,27,59496,26009,0,Reserva,131654,644,4,5,1,3,1,31,289,11,2026-01-26T19:23:49.282438+00:00,2026-02-06T19:23:49.282438+00:00,1,0,1,1,Taller,4,0,multiple,0,0.93,NARR-0,Preferente,6,2,0,545,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9952,100,sklearn-random-forest-v1
CLM-00422,POL-17157,CUST-1073,VEH-2209,DRV-1683,PROV-171,vehicles,Choque,collision,broker,Guayaquil,Austro,2008,18,14035,14170,12236,Liquidado,31078,801,1,1,0,1,0,468,104,0,2026-03-15T19:23:49.282438+00:00,2026-03-15T19:23:49.282438+00:00,1,1,0,0,Taller,0,0,posterior,0,0.51,NARR-521,Pyme,30,1,0,830,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0222,2,sklearn-random-forest-v1
CLM-00423,POL-17174,CUST-1086,VEH-2238,DRV-1706,PROV-102,vehicles,Vidrios,glass,broker,Guayaquil,Norte,2013,13,21294,20698,12379,Pago Parcial,69082,526,0,0,1,1,0,296,383,1,2026-03-22T19:23:49.282438+00:00,2026-03-23T19:23:49.282438+00:00,0,1,0,0,Clinica,1,0,posterior,0,0.54,NARR-522,Preferente,39,3,0,822,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0441,4,sklearn-random-forest-v1
CLM-00424,POL-17191,CUST-403,VEH-700,DRV-303,PROV-23,vehicles,Atencion medica,injury,callcenter,Loja,Norte,2009,17,21680,11274,0,Reserva,41374,340,5,5,2,4,1,3,716,6,2026-05-08T19:23:49.282438+00:00,2026-05-14T19:23:49.282438+00:00,1,0,1,1,Taller,3,0,normal,0,0.81,NARR-3,Preferente,18,1,0,458,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9505,95,sklearn-random-forest-v1
CLM-00425,POL-17208,CUST-1112,VEH-2296,DRV-1752,PROV-124,vehicles,Vidrios,glass,app,Loja,Costa,2019,7,20936,18932,16238,Pago Parcial,52416,1064,1,1,1,1,0,403,83,0,2026-03-29T19:23:49.282438+00:00,2026-03-29T19:23:49.282438+00:00,0,1,0,0,Clinica,1,0,normal,0,0.18,NARR-524,Preferente,32,2,0,718,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.028,3,sklearn-random-forest-v1
CLM-00426,POL-17225,CUST-1125,VEH-2325,DRV-1775,PROV-135,vehicles,Incendio,fire,web,Ambato,Austro,2007,19,5601,5085,4600,Liquidado,12603,989,2,2,0,1,0,372,625,2,2025-12-30T19:23:49.282438+00:00,2026-01-01T19:23:49.282438+00:00,0,1,0,0,Perito,0,0,frontal,0,0.08,NARR-525,Preferente,76,4,0,700,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0112,1,sklearn-random-forest-v1
CLM-00427,POL-17242,CUST-1138,VEH-2354,DRV-1798,PROV-146,vehicles,Otros danos,other,app,Guayaquil,Austro,2010,16,970,993,838,Pago Parcial,3377,1032,2,2,0,1,1,208,139,0,2026-01-19T19:23:49.282438+00:00,2026-01-19T19:23:49.282438+00:00,0,1,0,0,Perito,0,0,posterior,0,0.23,NARR-526,Preferente,70,2,0,781,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.028,3,sklearn-random-forest-v1
CLM-00428,POL-17259,CUST-400,VEH-704,DRV-302,PROV-21,vehicles,Dano propio,collision,callcenter,Quito,Norte,2001,25,25974,13691,0,Reserva,44382,900,5,5,4,4,1,8,517,9,2026-04-23T19:23:49.283438+00:00,2026-05-02T19:23:49.283438+00:00,1,0,1,0,Taller,9,1,frontal,1,0.85,NARR-1,Preferente,5,2,1,459,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9849,98,sklearn-random-forest-v1
CLM-00429,POL-17276,CUST-1164,VEH-2412,DRV-1844,PROV-168,vehicles,Otros danos,other,app,Quito,Sierra Centro,2021,5,9806,12534,7788,Liquidado,19975,650,0,2,1,0,0,145,615,0,2025-11-30T19:23:49.283438+00:00,2025-11-30T19:23:49.283438+00:00,0,1,0,0,Asegurado,2,0,frontal,0,0.16,NARR-528,Pyme,21,4,0,682,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0105,1,sklearn-random-forest-v1
CLM-00430,POL-17293,CUST-1177,VEH-2441,DRV-1867,PROV-179,vehicles,Dano propio,collision,broker,Manta,Austro,2013,13,9030,9701,6541,Liquidado,15054,258,0,1,0,0,1,803,699,0,2025-12-30T19:23:49.283438+00:00,2025-12-30T19:23:49.283438+00:00,0,1,0,0,Taller,0,0,posterior,0,0.27,NARR-529,Pyme,66,1,0,675,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0254,3,sklearn-random-forest-v1
CLM-00431,POL-17310,CUST-1190,VEH-2470,DRV-1890,PROV-110,vehicles,Choque,collision,web,Cuenca,Costa,2009,17,14094,17938,10479,Pago Parcial,36891,415,2,2,0,0,0,53,101,2,2026-03-22T19:23:49.283438+00:00,2026-03-24T19:23:49.283438+00:00,1,1,0,0,Clinica,0,0,frontal,0,0.34,NARR-530,Pyme,67,5,0,720,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0266,3,sklearn-random-forest-v1
CLM-00432,POL-17327,CUST-1203,VEH-2499,DRV-1013,PROV-121,vehicles,Incendio,fire,web,Ambato,Norte,2009,17,6000,7997,3383,Liquidado,11827,934,2,2,1,0,0,270,65,1,2025-12-03T19:23:49.283438+00:00,2025-12-04T19:23:49.283438+00:00,0,1,0,0,Taller,1,0,posterior,0,0.67,NARR-531,Pyme,61,4,0,732,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0303,3,sklearn-random-forest-v1
CLM-00433,POL-17344,CUST-405,VEH-700,DRV-302,PROV-20,vehicles,Robo total,theft,web,Loja,Costa,2010,16,8531,5087,4721,Liquidado,27103,749,3,3,1,4,0,7,651,7,2026-05-06T19:23:49.283438+00:00,2026-05-13T19:23:49.283438+00:00,0,1,0,1,Perito,4,0,multiple,0,0.78,NARR-0,Pyme,4,2,0,477,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.3713,37,sklearn-random-forest-v1
CLM-00434,POL-17361,CUST-1229,VEH-2557,DRV-1059,PROV-143,vehicles,Otros danos,other,broker,Guayaquil,Austro,2012,14,16178,13417,11979,Liquidado,50277,923,1,1,0,1,0,177,237,0,2025-11-28T19:23:49.283438+00:00,2025-11-28T19:23:49.283438+00:00,1,1,0,0,Perito,0,0,normal,0,0.58,NARR-533,Pyme,82,4,0,691,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.021,2,sklearn-random-forest-v1
CLM-00435,POL-17378,CUST-400,VEH-702,DRV-304,PROV-22,vehicles,Atencion medica,injury,web,Ambato,Sierra Centro,2007,19,17575,11308,0,Reserva,66277,881,4,4,2,2,0,3,561,8,2026-04-18T19:23:49.283438+00:00,2026-04-26T19:23:49.283438+00:00,1,1,0,1,Asegurado,9,0,posterior,0,0.82,NARR-2,Retail,9,2,0,527,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9838,98,sklearn-random-forest-v1
CLM-00436,POL-17395,CUST-1255,VEH-2615,DRV-1105,PROV-165,vehicles,Vidrios,glass,app,Loja,Costa,2012,14,6188,5101,4589,Reserva,20911,793,1,2,0,1,0,287,188,2,2026-01-04T19:23:49.283438+00:00,2026-01-06T19:23:49.283438+00:00,0,1,0,0,Asegurado,0,0,normal,0,0.22,NARR-535,Retail,19,3,0,691,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0497,5,sklearn-random-forest-v1
CLM-00437,POL-17412,CUST-1268,VEH-2644,DRV-1128,PROV-176,vehicles,Dano propio,collision,web,Cuenca,Sierra Centro,2007,19,3175,2721,2078,Pago Parcial,8371,872,1,1,0,0,1,261,192,1,2026-04-29T19:23:49.283438+00:00,2026-04-30T19:23:49.283438+00:00,0,1,0,0,Perito,2,0,posterior,0,0.19,NARR-536,Preferente,76,5,0,644,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0199,2,sklearn-random-forest-v1
CLM-00438,POL-17429,CUST-1281,VEH-2673,DRV-1151,PROV-107,vehicles,Otros danos,other,broker,Loja,Costa,2024,2,12290,11310,7195,Reserva,43226,504,2,2,0,1,1,90,304,3,2026-03-25T19:23:49.283438+00:00,2026-03-28T19:23:49.283438+00:00,0,1,0,0,Taller,2,0,posterior,0,0.59,NARR-537,Preferente,65,4,0,626,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0765,8,sklearn-random-forest-v1
CLM-00439,POL-17446,CUST-1294,VEH-2702,DRV-1174,PROV-118,vehicles,Vidrios,glass,web,Loja,Sierra Centro,2018,8,25162,19474,21557,Liquidado,86590,256,0,0,0,1,1,682,706,3,2026-04-01T19:23:49.283438+00:00,2026-04-04T19:23:49.283438+00:00,0,1,0,0,Clinica,0,0,frontal,0,0.26,NARR-538,Pyme,20,3,0,632,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0654,7,sklearn-random-forest-v1
CLM-00440,POL-17463,CUST-405,VEH-707,DRV-304,PROV-21,vehicles,Dano propio,collision,callcenter,Ambato,Costa,2000,26,3497,1773,0,Reserva,10528,430,2,5,4,2,0,42,703,5,2025-12-06T19:23:49.283438+00:00,2025-12-11T19:23:49.283438+00:00,1,0,1,0,Perito,7,0,multiple,0,0.73,NARR-1,Preferente,1,2,0,425,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9596,96,sklearn-random-forest-v1
CLM-00441,POL-17480,CUST-1320,VEH-2760,DRV-1220,PROV-140,vehicles,Vidrios,glass,broker,Cuenca,Costa,2008,18,23844,24364,16424,Liquidado,44481,799,2,2,0,0,0,241,327,2,2026-05-11T19:23:49.283438+00:00,2026-05-13T19:23:49.283438+00:00,0,1,0,0,Asegurado,2,0,frontal,0,0.06,NARR-540,Pyme,73,3,0,720,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0562,6,sklearn-random-forest-v1
CLM-00442,POL-17497,CUST-400,VEH-700,DRV-301,PROV-23,vehicles,Atencion medica,injury,web,Loja,Costa,2010,16,17351,8112,0,Reserva,30343,556,4,4,4,1,0,19,701,3,2026-05-16T19:23:49.283438+00:00,2026-05-19T19:23:49.283438+00:00,1,1,0,0,Clinica,4,1,multiple,0,0.72,NARR-3,Preferente,1,1,1,459,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9136,91,sklearn-random-forest-v1
CLM-00443,POL-17514,CUST-401,VEH-701,DRV-302,PROV-24,vehicles,Atencion medica,injury,callcenter,Quito,Costa,1999,27,10168,6894,8357,Reserva,28288,542,2,4,2,1,1,36,437,2,2026-02-03T19:23:49.283438+00:00,2026-02-05T19:23:49.283438+00:00,1,1,0,0,Clinica,6,0,multiple,0,0.78,NARR-4,Retail,9,2,0,482,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.6813,68,sklearn-random-forest-v1
CLM-00444,POL-17531,CUST-1359,VEH-2847,DRV-1289,PROV-173,vehicles,Otros danos,other,broker,Ambato,Costa,2018,8,9986,7519,6730,Liquidado,31157,831,2,2,1,0,1,281,160,0,2026-03-06T19:23:49.283438+00:00,2026-03-06T19:23:49.283438+00:00,1,1,0,0,Asegurado,1,0,volcadura,0,0.47,NARR-543,Retail,67,5,0,793,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0064,1,sklearn-random-forest-v1
CLM-00445,POL-17548,CUST-1372,VEH-2876,DRV-1312,PROV-104,vehicles,Responsabilidad Civil,collision,app,Quito,Costa,2022,4,16982,12665,0,Reserva,17151,428,1,1,1,0,1,595,9,1,2026-03-20T19:23:49.283438+00:00,2026-03-21T19:23:49.283438+00:00,0,1,0,1,Perito,2,1,illogical,0,0.33,NARR-544,Pyme,20,3,0,660,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.944,94,sklearn-random-forest-v1
CLM-00446,POL-17565,CUST-1385,VEH-2905,DRV-1335,PROV-115,vehicles,Incendio,fire,web,Cuenca,Costa,2009,17,9534,12356,6566,Pago Parcial,33969,729,2,2,1,1,0,260,672,2,2026-03-03T19:23:49.283438+00:00,2026-03-05T19:23:49.283438+00:00,1,1,0,0,Taller,1,0,multiple,0,0.2,NARR-545,Pyme,28,2,0,622,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0171,2,sklearn-random-forest-v1
CLM-00447,POL-17582,CUST-1398,VEH-2934,DRV-1358,PROV-126,vehicles,Dano propio,collision,app,Cuenca,Costa,2024,2,16578,17750,9442,Liquidado,44436,576,1,1,1,0,1,396,71,2,2025-12-29T19:23:49.283438+00:00,2025-12-31T19:23:49.283438+00:00,0,1,0,0,Clinica,2,0,posterior,0,0.53,NARR-546,Preferente,27,3,0,834,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0188,2,sklearn-random-forest-v1
CLM-00448,POL-17599,CUST-406,VEH-706,DRV-302,PROV-23,vehicles,Responsabilidad Civil,collision,broker,Loja,Norte,2002,24,21120,14022,0,Reserva,21331,633,5,5,2,4,5,39,8,9,2025-12-09T19:23:49.283438+00:00,2025-12-18T19:23:49.283438+00:00,1,0,1,1,Asegurado,9,1,illogical,1,0.86,NARR-3,Preferente,3,1,0,436,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9729,97,sklearn-random-forest-v1
CLM-00449,POL-17616,CUST-400,VEH-707,DRV-303,PROV-24,vehicles,Robo parcial,theft,callcenter,Ambato,Austro,2010,16,24249,12567,0,Reserva,71289,755,4,4,2,2,0,14,592,4,2026-05-26T19:23:49.283438+00:00,2026-05-30T19:23:49.283438+00:00,1,1,0,1,Taller,5,0,posterior,0,0.87,NARR-4,Preferente,14,1,0,469,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9423,94,sklearn-random-forest-v1
CLM-00450,POL-17633,CUST-1437,VEH-3021,DRV-1427,PROV-159,vehicles,Vidrios,glass,app,Loja,Costa,2006,20,18745,17278,13596,Pago Parcial,34053,995,0,0,0,0,0,777,322,3,2026-04-24T19:23:49.283438+00:00,2026-04-27T19:23:49.283438+00:00,0,1,0,0,Taller,0,0,multiple,0,0.26,NARR-549,Pyme,44,4,0,836,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0403,4,sklearn-random-forest-v1
CLM-00451,POL-17650,CUST-402,VEH-700,DRV-300,PROV-20,vehicles,Atencion medica,injury,callcenter,Ambato,Austro,2010,16,15990,10757,0,Reserva,55685,861,5,5,3,1,1,35,703,4,2025-12-01T19:23:49.283438+00:00,2025-12-05T19:23:49.283438+00:00,1,1,0,0,Asegurado,3,1,volcadura,0,0.77,NARR-0,Pyme,11,2,1,461,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9385,94,sklearn-random-forest-v1
CLM-00452,POL-17667,CUST-1463,VEH-3079,DRV-1473,PROV-101,vehicles,Vidrios,glass,app,Quito,Norte,2017,9,5441,4077,3687,Pago Parcial,10370,1025,2,2,0,0,0,368,261,1,2026-04-17T19:23:49.283438+00:00,2026-04-18T19:23:49.283438+00:00,1,1,0,0,Asegurado,0,0,frontal,0,0.48,NARR-551,Preferente,25,3,0,825,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0056,1,sklearn-random-forest-v1
CLM-00453,POL-17684,CUST-1476,VEH-3108,DRV-1496,PROV-112,vehicles,Choque,collision,app,Cuenca,Costa,2021,5,8152,10044,6894,Pago Parcial,25474,774,2,2,1,1,1,328,43,0,2025-12-26T19:23:49.283438+00:00,2025-12-26T19:23:49.283438+00:00,0,1,0,0,Perito,0,0,frontal,0,0.06,NARR-552,Pyme,67,3,0,709,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0226,2,sklearn-random-forest-v1
CLM-00454,POL-17701,CUST-1489,VEH-3137,DRV-1519,PROV-123,vehicles,Otros danos,other,app,Quito,Costa,2008,18,9569,9661,5556,Pago Parcial,14970,899,2,2,1,1,0,223,501,3,2026-01-02T19:23:49.283438+00:00,2026-01-05T19:23:49.283438+00:00,0,1,0,0,Perito,1,0,volcadura,0,0.21,NARR-553,Pyme,89,1,0,668,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0102,1,sklearn-random-forest-v1
CLM-00455,POL-17718,CUST-406,VEH-704,DRV-304,PROV-24,vehicles,Robo total,theft,callcenter,Cuenca,Sierra Centro,1999,27,8886,3706,0,Reserva,26037,697,3,4,1,4,1,22,609,5,2026-05-13T19:23:49.283438+00:00,2026-05-18T19:23:49.283438+00:00,1,0,1,0,Perito,8,0,volcadura,0,0.87,NARR-4,Retail,11,1,0,474,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.9738,97,sklearn-random-forest-v1
CLM-00456,POL-17735,CUST-400,VEH-705,DRV-300,PROV-25,vehicles,Atencion medica,injury,callcenter,Ambato,Costa,2007,19,27104,11790,0,Reserva,40336,378,4,4,2,3,0,38,168,3,2026-04-25T19:23:49.283438+00:00,2026-04-28T19:23:49.283438+00:00,1,0,1,0,Taller,9,0,volcadura,0,0.87,NARR-5,Retail,1,2,0,455,"Reclamo con danos altos, documentos por validar y patron similar a casos observados.",1,0.988,99,sklearn-random-forest-v1
CLM-00457,POL-17752,CUST-1528,VEH-2024,DRV-1588,PROV-156,vehicles,Otros danos,other,web,Manta,Sierra Centro,2023,3,4143,3595,3635,Pago Parcial,7116,272,2,2,0,1,0,194,266,2,2026-04-15T19:23:49.283438+00:00,2026-04-17T19:23:49.283438+00:00,1,1,0,0,Perito,2,0,normal,0,0.13,NARR-556,Pyme,84,1,0,623,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0287,3,sklearn-random-forest-v1
CLM-00458,POL-17769,CUST-1541,VEH-2053,DRV-1611,PROV-167,vehicles,Vidrios,glass,broker,Cuenca,Sierra Centro,2014,12,13491,10572,8010,Liquidado,29987,1024,2,2,1,0,0,431,178,3,2025-12-15T19:23:49.283438+00:00,2025-12-18T19:23:49.283438+00:00,0,1,0,0,Asegurado,2,0,normal,0,0.58,NARR-557,Retail,57,4,0,662,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.0071,1,sklearn-random-forest-v1
CLM-00459,POL-17786,CUST-1554,VEH-2082,DRV-1634,PROV-178,vehicles,Vidrios,glass,broker,Manta,Norte,2009,17,13835,10627,8766,Reserva,25874,338,2,2,0,1,0,605,593,1,2025-12-29T19:23:49.283438+00:00,2025-12-30T19:23:49.283438+00:00,1,1,0,0,Clinica,0,0,volcadura,0,0.64,NARR-558,Preferente,88,3,0,688,Choque menor reportado por el asegurado con soporte fotografico inicial.,0,0.1405,14,sklearn-random-forest-v1
